ID,Review,Category,Sentiment Score
166,"I went to see a stage show titled ""Midnight Station"". I loved it so much that I would happily revisit it. The staging was creative given the limitations of the space. It left me with more to think about than I expected.",Theatre Production,5
167,I had a meal at a place called La Calle Verde last night. It exceeded my expectations and delivered something memorable. Portion sizes matched the prices and felt fair. I’m still deciding how much of it will actually stick with me.,Restaurant,5
168,"I’ve been using the PulseFit Tracker for a little while now. A solid, middle-of-the-road experience that some people may enjoy. Packaging was simple and minimal, which I appreciated. There were details I only noticed after reflecting on it later.",Product,3
169,"I’ve been using the PulseFit Tracker for a little while now. Nothing groundbreaking, but it kept me reasonably engaged. The instructions were vague, but setup was still manageable. There were details I only noticed after reflecting on it later.",Product,3
170,"I spent the week watching a series named ""Signal Lost"". I really enjoyed the experience more than I expected to. The season ended on a note that made me want more. There were details I only noticed after reflecting on it later.",TV Show,4
171,I’ve been using the Nimbus Noise Canceller for a little while now. I left mildly disappointed and unconvinced it was worth the time. Build quality felt better than most things in this price range. I’m still deciding how much of it will actually stick with me.,Product,2
172,"I had a meal at a place called Copper & Thyme last night. It was fine overall, with a mix of highs and lows. Flavors were layered in a way that felt intentional. I’m still deciding how much of it will actually stick with me.",Restaurant,3
173,"I’ve been using the Nimbus Noise Canceller for a little while now. I kept waiting for it to improve, but it never did. Small design touches showed that someone cared about daily use. It reminded me how small choices can shape an entire experience.",Product,1
174,"I’ve been using the Vertex Notebook for a little while now. A solid, middle-of-the-road experience that some people may enjoy. Packaging was simple and minimal, which I appreciated. It reminded me how small choices can shape an entire experience.",Product,3
175,"I went to see a stage show titled ""Borrowed Voices"". It exceeded my expectations and delivered something memorable. Lighting and set design worked together beautifully. I’m still deciding how much of it will actually stick with me.",Theatre Production,5
176,"I watched a film called ""Quiet Neon"" recently. This was outstanding and held my attention the entire time. The lead performances carried the weaker parts of the script. Nothing about it felt accidental, even when it stumbled.",Movie,5
177,"I watched a film called ""Broken Skyline"" recently. I really enjoyed the experience more than I expected to. The cinematography stood out, shaping the mood of every scene. Nothing about it felt accidental, even when it stumbled.",Movie,4
